Horodateur,Nom du créateur,corCrea,Nom de l'Évaluateur,corEval,Version du projet,"Aspect Technique: Qualité du Code (Lisibilité, structure, respect des standards)","Aspect Technique: Fonctionnalité et Robustesse (Absence de bugs majeurs, gestion des erreurs)","Aspect Design/UX: Interface Utilisateur (Attractivité, cohérence visuelle)","Aspect Design/UX: Expérience Utilisateur (Facilité de navigation, intuitivité)","Implémentation des technologies clés (HTML/CSS, JavaScript, Frameworks/Librairies) [Maîtrise HTML et sémantique]","Implémentation des technologies clés (HTML/CSS, JavaScript, Frameworks/Librairies) [Maîtrise CSS et Responsive Design]","Implémentation des technologies clés (HTML/CSS, JavaScript, Frameworks/Librairies) [Complexité et efficacité du JavaScript (front-end)]","Implémentation des technologies clés (HTML/CSS, JavaScript, Frameworks/Librairies) [Utilisation de librairie ou framework (ex: React, Vue, Node.js)]",Innovation et Originalité du Projet,Points forts du projet,Suggestions d'amélioration,Pertinence des améliorations de la nouvelle version,Note Globale Recommandée (sur 20)
16/12/2025 17:14:48,Juniorald,Juniorald,lizachikhaoui,lizachikhaoui,1,4,4,4,,,,,,,,,,
16/12/2025 17:14:51,kadriilham634,kadiriilham634-del,sakeenasn,sakeenasn,3,4,5,3,5,Conforme,Partiellement Conforme,Conforme,,7,,,6,13
16/12/2025 17:14:56,Juniorald,Juniorald,kadiriilham634-del,kadiriilham634-del,3,4,3,,,,,,,,,,,
16/12/2025 17:14:58,kadiriilham634,kadiriilham634-del,lcruz-almeida,lcruz-almeida,3,4,4,2,5,Conforme,Conforme,Partiellement Conforme,,7,,,6,12
16/12/2025 17:15:03,kadiriilham634,kadiriilham634-del,nali-333,nali-333,6,5,5,4,4,Dépasse les attentes,Dépasse les attentes,Conforme,Conforme,7,"Amusant
Efficace
Réactif",amélioration du Design ,7,15
16/12/2025 17:15:19,Juniorald,Juniorald,lizachikhaoui,lizachikhaoui,2,4,4,,,,,,,,,,,
16/12/2025 17:15:35,callmejeeh,callmejeeh,Wafa258,wafa258,4,4,4,4,4,Conforme,Conforme,Conforme,Conforme,7,L'ajout d'une nouvelle interface pour démarrer le jeu,Ajout de la musique ,6,15
16/12/2025 17:15:41,kadiriilham634-del,kadiriilham634-del,fatoucmr,fatoucmr,5,4,3,4,4,Conforme,Conforme,Partiellement Conforme,,8,"Interactivité, dynamisme, esthétique, ajout du mode sombre",Ajouter du son,8,14
16/12/2025 17:15:42,kadiriilham634,kadiriilham634-del,lcruz-almeida,lcruz-almeida,4,4,4,3,5,Conforme,Conforme,Partiellement Conforme,,7,,,7,13
16/12/2025 17:15:45,kadriilham634,kadiriilham634-del,sakeenasn,sakeenasn,4,4,5,4,5,Conforme,Conforme,Conforme,,7,,,5,14
16/12/2025 17:15:46,Juniorald,Juniorald,kadiriilham634-del,kadiriilham634-del,4,4,4,,,,,,,,,,,
16/12/2025 17:15:55,fatoucmr,fatoucmr,Liline96,Liline96,5,5,5,5,5,Conforme,Conforme,Conforme,Conforme,9,,,10,18
16/12/2025 17:15:59,fatoucmr,fatoucmr,calrifaii,calrifaii,5,5,5,,,,,,,,,,,
16/12/2025 17:16:03,Juniorald,Juniorald,lizachikhaoui,lizachikhaoui,3,4,4,,,,,,,,,,,
16/12/2025 17:16:10,Liline96,Liline96,THAUT627,THAUT627,1,4,4,2,4,Conforme,Conforme,Conforme,Conforme,10,,,,14
16/12/2025 17:16:27,Juniorald,Juniorald,kadiriilham634-del,kadiriilham634-del,5,4,4,,,,,,,,,,,
16/12/2025 17:16:36,fatoucmr,fatoucmr,Liline96,Liline96,6,5,5,5,5,Conforme,Conforme,Conforme,Conforme,,,,10,18
16/12/2025 17:16:37,lizachikhaoui,lizachikhaoui,kada798,kada798,4,4,4,,,,,,,,,,,14
16/12/2025 17:16:46,Juniorald,Juniorald,lizachikhaoui,lizachikhaoui,4,4,4,,,,,,,,,,,
16/12/2025 17:16:48,fatoucmr,fatoucmr,calrifaii,calrifaii,6,5,5,,,,,,,,,,,
16/12/2025 17:16:49,kadiriilham634,kadiriilham634-del,lcruz-almeida,lcruz-almeida,5,4,5,3,5,Conforme,Conforme,Conforme,,8,,,8,14
16/12/2025 17:16:51,kadriilham634,kadiriilham634-del,sakeenasn,sakeenasn,5,4,5,4,5,Conforme,Conforme,Conforme,,7,,,5,14
16/12/2025 17:17:08,callmejeeh,callmejeeh,Wafa258,wafa258,5,4,4,4,4,Conforme,Conforme,Conforme,Conforme,7,"Les sons sont intégrés, c'est une fonctionnalité qui aide à guider le joueur. ",Ajouter l'historique du jeu (parties gagnées),7,16
16/12/2025 17:17:14,Juniorald,Juniorald,kadiriilham634-del,kadiriilham634-del,6,4,4,,,,,,,,,,,
16/12/2025 17:17:16,kadiriilham634-del,kadiriilham634-del,fatoucmr,fatoucmr,6,4,4,4,4,Conforme,Conforme,Partiellement Conforme,,8,"Facile à comprendre et plaisant à jouer, dynamisme, esthétisme",Ajouter un système de record,8,15
16/12/2025 17:17:19,Juniorald,Juniorald,lizachikhaoui,lizachikhaoui,5,5,4,,,,,,,,,,,
16/12/2025 17:17:27,kadriilham634,kadiriilham634-del,sakeenasn,sakeenasn,6,5,5,4,5,Conforme,Conforme,Conforme,,6,,,7,15
16/12/2025 17:17:38,kadiriilham634,kadiriilham634-del,lcruz-almeida,lcruz-almeida,6,4,5,4,5,Conforme,Conforme,Conforme,,8,,,7,15
16/12/2025 17:18:01,callmejeeh,callmejeeh,Wafa258,wafa258,6,5,5,4,4,Dépasse les attentes,Conforme,Dépasse les attentes,Conforme,7,Ajout des niveaux de difficultés,,7,17
16/12/2025 17:18:19,Juniorald,Juniorald,lizachikhaoui,lizachikhaoui,6,5,4,,,,,,,,,,,
16/12/2025 17:18:27,wafa258,wafa258,kada798,kada798,6,4,4,4,4,Conforme,Conforme,Conforme,Conforme,6,,,,15
16/12/2025 17:18:33, kadiriilham634-del,kadiriilham634-del, Haithem939 ,Haithem939,1,3,2,2,2,Conforme,Conforme,Partiellement Conforme,,4,,,4,9
16/12/2025 17:18:49,calrifaii,calrifaii,fatoucmr,fatoucmr,1,4,4,3,3,Conforme,Conforme,Conforme,,6,,Ajouter des éléments interactif,,12
16/12/2025 17:19:02,THAUT627,THAUT627,nali-333,nali-333,1,4,3,4,4,Conforme,Conforme,Conforme,Conforme,7,,,,13
16/12/2025 17:19:24,callmejeeh,callmejeeh,lizachikhaoui,lizachikhaoui,1,3,2,,,,,,,,,,,
16/12/2025 17:19:28,Liline96,Liline96,THAUT627,THAUT627,2,4,4,4,2,Conforme,Conforme,Conforme,Conforme,10,,,2,14
16/12/2025 17:19:38,kada798,kada798,kada798,kada798,6,4,4,4,,,,,,,,,,15
16/12/2025 17:19:41,THAUT627,THAUT627,nali-333,nali-333,2,2,3,4,4,Conforme,Conforme,Conforme,Conforme,7,,,7,14
16/12/2025 17:19:43,lizachikhaoui,lizachikhaoui,Wafa258,wafa258,1,2,2,2,2,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Non Conforme,5,,"La traduction ne se fait pas en temps réel, il faudrait améliorer cela. ",5,13
16/12/2025 17:20:17,THAUT627,THAUT627,lcruz-almeida,lcruz-almeida,1,4,5,3,5,Conforme,Conforme,Conforme,Conforme,6,,,,12
16/12/2025 17:20:18,THAUT627,THAUT627,sakeenasn,sakeenasn,1,4,5,3,5,Conforme,Conforme,Conforme,Conforme,6,,,,12
16/12/2025 17:20:23,callmejeeh,callmejeeh,lizachikhaoui,lizachikhaoui,1,3,3,,,,,,,,,,,
16/12/2025 17:20:27, kadiriilham634-del,kadiriilham634-del, Haithem939 ,Haithem939,2,3,3,3,4,Conforme,Conforme,Partiellement Conforme,,5,,,5,11
16/12/2025 17:20:35,callmejeeh,callmejeeh,kadiriilham634-del,kadiriilham634-del,1,3,3,,,,,,,,,,,
16/12/2025 17:20:36,calrifaii,calrifaii,fatoucmr,fatoucmr,2,4,3,4,4,Conforme,Conforme,Partiellement Conforme,,7,Dynamisme et interactivité,Faire en sorte que les phrases longues ne soit pas coupés ou indiquer à l'utilisateur la limite de mots à mettre. Ajouter un historique des mots qu'on a mis. ,6,13
16/12/2025 17:20:54,lizachikhaoui,lizachikhaoui,Wafa258,wafa258,1,2,3,2,2,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Non Conforme,6,,Améliorer l'expérience utilisateur en rendant l'interface plus informative. ,5,13
16/12/2025 17:21:18,THAUT627,THAUT627,nali-333,nali-333,3,4,4,4,3,Dépasse les attentes,Conforme,Conforme,Conforme,7,,,7,14
16/12/2025 17:21:24,callmejeeh,callmejeeh,lizachikhaoui,lizachikhaoui,2,3,3,,,,,,,,,,,
16/12/2025 17:21:45,nali-333,nali-333,kada798,kada798,6,4,4,,,,,,,,,,,11
16/12/2025 17:21:49, kadiriilham634-del,kadiriilham634-del, Haithem939 ,Haithem939,3,3,4,3,4,Conforme,Conforme,Partiellement Conforme,,6,,,6,"11,5"
16/12/2025 17:21:50,callmejeeh,callmejeeh,kadiriilham634-del,kadiriilham634-del,2,3,3,,,,,,,,,,,
16/12/2025 17:21:51,THAUT627,THAUT627,sakeenasn,sakeenasn,1,4,5,3,5,Conforme,Conforme,Conforme,,6,,,6,12
16/12/2025 17:22:00,calrifaii,calrifaii,fatoucmr,fatoucmr,3,4,3,3,3,Conforme,Conforme,Partiellement Conforme,,7,dynamisme et interactivité,"Ajouter plus de formes, et changer les couleurs.",7,13
16/12/2025 17:22:05,THAUT627,THAUT627,lcruz-almeida,lcruz-almeida,1,5,4,4,4,Conforme,Conforme,Conforme,,8,,,5,12
16/12/2025 17:22:08,callmejeeh,callmejeeh,lizachikhaoui,lizachikhaoui,3,3,2,,,,,,,,,,,
16/12/2025 17:22:26,lizachikhaoui,lizachikhaoui,Wafa258,wafa258,2,3,3,3,3,Conforme,Conforme,Conforme,Partiellement Conforme,6,,Améliorer le design de l'interface ainsi que le texte choisi. ,5,13
16/12/2025 17:22:27,THAUT627,THAUT627,nali-333,nali-333,4,4,4,4,3,Dépasse les attentes,Conforme,Conforme,Conforme,7,,,7,"14,5"
16/12/2025 17:22:51,THAUT627,THAUT627,sakeenasn,sakeenasn,2,4,5,4,5,Conforme,Conforme,Conforme,,6,,,6,13
16/12/2025 17:22:52,lcruz-almeida,lcruz-almeida,kada798,kada798,6,4,4,,,,,,,,,,,14
16/12/2025 17:22:56,callmejeeh,callmejeeh,lizachikhaoui,lizachikhaoui,4,4,3,,,,,,,,,,,
16/12/2025 17:23:04,callmejeeh,callmejeeh,kadiriilham634-del,kadiriilham634-del,3,3,4,,,,,,,,,,,
16/12/2025 17:23:07,THAUT627,THAUT627,lcruz-almeida,lcruz-almeida,2,4,4,5,4,Conforme,Conforme,Conforme,,8,,,7,13
16/12/2025 17:23:08,Liline96,Liline96,THAUT627,THAUT627,3,4,5,4,4,Conforme,Conforme,Conforme,Conforme,10,,,6,16
16/12/2025 17:23:27,THAUT627,THAUT627,sakeenasn,sakeenasn,3,4,5,4,5,Conforme,Conforme,Conforme,,6,,,7,14
16/12/2025 17:23:30,callmejeeh,callmejeeh,lizachikhaoui,lizachikhaoui,5,4,3,,,,,,,,,,,
16/12/2025 17:23:32,THAUT627,THAUT627,nali-333,nali-333,5,4,4,4,3,Dépasse les attentes,Conforme,Conforme,Conforme,7,,,7,15
16/12/2025 17:23:40,calrifaii,calrifaii,fatoucmr,fatoucmr,4,4,4,4,4,Conforme,Conforme,Partiellement Conforme,,8,"Interactivité, dynamisme, liberté de choix de l'utilisateur, esthétisme et visuel plus beau",,8,14
16/12/2025 17:23:40, kadiriilham634-del,kadiriilham634-del, Haithem939 ,Haithem939,4,3,4,3,4,Conforme,Conforme,Partiellement Conforme,,6,,,6,12
16/12/2025 17:23:49,THAUT627,THAUT627,lcruz-almeida,lcruz-almeida,3,4,4,5,4,Conforme,Conforme,Conforme,,8,,,7,14
16/12/2025 17:23:58,lizachikhaoui,lizachikhaoui,Wafa258,wafa258,3,3,3,3,3,Conforme,Conforme,Conforme,Partiellement Conforme,6,"Le projet est fonctionnel, il y a peu de temps d'attente.",Choisir son propre texte peut être,6,14
16/12/2025 17:24:07,callmejeeh,callmejeeh,kadiriilham634-del,kadiriilham634-del,4,4,4,,,,,,,,,,,
16/12/2025 17:24:18,THAUT627,THAUT627,sakeenasn,sakeenasn,4,4,5,4,5,Conforme,Conforme,Conforme,,7,,,7,14
16/12/2025 17:24:27,calrifaii,calrifaii,fatoucmr,fatoucmr,5,4,4,4,4,Conforme,Conforme,Partiellement Conforme,,8,Aspect visuel et cohérence graphique,,8,14
16/12/2025 17:24:31,calrifaii,calrifaii,kada798,kada798,6,4,4,2,,,,,,,,,,13
16/12/2025 17:24:35,sakeenasn,sakeenasn,ouarkia,Ouarkia,1,3,3,3,3,Conforme,Conforme,Conforme,Conforme,6,aucun beug,ajt une interactivité ,6,12
16/12/2025 17:24:42,Liline96,Liline96,THAUT627,THAUT627,4,4,5,4,5,Conforme,Dépasse les attentes,Conforme,Conforme,,,,2,16
16/12/2025 17:24:47,callmejeeh,callmejeeh,lizachikhaoui,lizachikhaoui,6,4,4,4,,,,,,,,,,13
16/12/2025 17:24:54,THAUT627,THAUT627,lcruz-almeida,lcruz-almeida,4,4,4,4,4,Conforme,Conforme,Conforme,,8,,,7,14
16/12/2025 17:24:58,THAUT627,THAUT627,sakeenasn,sakeenasn,5,4,4,4,5,Conforme,Conforme,Conforme,,7,,,7,15
16/12/2025 17:25:06,lizachikhaoui,lizachikhaoui,Wafa258,wafa258,4,3,3,3,3,Conforme,Conforme,Partiellement Conforme,Partiellement Conforme,6,L'ajout du bouton stop,,5,14
16/12/2025 17:25:25,callmejeeh,callmejeeh,kadiriilham634-del,kadiriilham634-del,5,4,4,,,,,,,,,,,
16/12/2025 17:25:25, kadiriilham634-del,kadiriilham634-del, Haithem939 ,Haithem939,5,3,4,3,4,Conforme,Conforme,Partiellement Conforme,,6,,,6,12
16/12/2025 17:25:34,sakeenasn,sakeenasn,Liline96,Liline96,1,5,5,4,5,Conforme,Conforme,Conforme,Conforme,9,Beau et fonctionne bien,Rajouter toutes les planètes du système et des informations sur la planète. Un titre pour la page. Une petite musique du style de  Star Wars ,,16
16/12/2025 17:25:49,sakeenasn,sakeenasn,ouarkia,Ouarkia,2,3,3,3,3,Conforme,Conforme,Conforme,Conforme,8,on peut intéragir,les astres vont un peu vite pour être cliquable,7,12
16/12/2025 17:25:52,calrifaii,calrifaii,fatoucmr,fatoucmr,6,4,4,4,4,Conforme,Conforme,Partiellement Conforme,,8,"Dynamisme, interactivité, c'est un jeu ludique, facile à comprendre et plaisant à faire",Faire des sons distincts par couleurs et par forme. ,8,15
16/12/2025 17:25:57,THAUT627,THAUT627,lcruz-almeida,lcruz-almeida,5,5,3,5,4,Conforme,Conforme,Conforme,,8,,,7,15
16/12/2025 17:26:04,THAUT627,THAUT627,nali-333,nali-333,6,5,4,5,4,Dépasse les attentes,Dépasse les attentes,Conforme,Conforme,7,"Excellente maîtrise du CSS moderne
L'intégration de la librairie Anime.js fluide","Bouton pour couper le son
Accélérer le jeu je le trouve un peu lent",10,16
16/12/2025 17:26:15,Liline96,Liline96,THAUT627,THAUT627,5,4,5,4,4,Conforme,Dépasse les attentes,Conforme,Conforme,,,,,16
16/12/2025 17:26:18,THAUT627,THAUT627,sakeenasn,sakeenasn,6,5,5,4,5,Conforme,Conforme,Conforme,,8,,,6,16
16/12/2025 17:26:21,callmejeeh,callmejeeh,kadiriilham634-del,kadiriilham634-del,6,4,4,,,,,,,,,,,
16/12/2025 17:26:40,lizachikhaoui,lizachikhaoui,Wafa258,wafa258,5,4,4,4,4,Conforme,Conforme,Conforme,Partiellement Conforme,7,On peut choisir la voix et la vitesse. ,,6,15
16/12/2025 17:26:51,sakeenasn,sakeenasn,ouarkia,Ouarkia,3,3,3,3,3,Conforme,Conforme,Conforme,Conforme,7,on peut modofier la vitesse et le zoom,un petit son de l'espace,8,13
16/12/2025 17:26:54,THAUT627,THAUT627,lcruz-almeida,lcruz-almeida,6,5,5,5,5,Conforme,Conforme,Conforme,Conforme,9,,,9,16
16/12/2025 17:27:16,calrifaii,calrifaii,Juniorald,Juniorald,6,5,5,5,5,Dépasse les attentes,Dépasse les attentes,Dépasse les attentes,Conforme,10,,,10,20
16/12/2025 17:27:41,lcruz-almeida,lcruz-almeida,fatoucmr,fatoucmr,1,4,3,2,2,Conforme,Conforme,,,5,,"Ajouter plus de dynamisme, interactivité, améliorer l'esthétique",,12
16/12/2025 17:27:42,Liline96,Liline96,THAUT,THAUT627,6,4,5,4,5,Conforme,Partiellement Conforme,Conforme,Conforme,,,,,16
16/12/2025 17:27:51,sakeenasn,sakeenasn,ouarkia,Ouarkia,4,3,3,3,3,Conforme,Conforme,Conforme,Conforme,8,ajt son,leger beug qd on clique sur un astre,8,14
16/12/2025 17:28:11, kadiriilham634-del,kadiriilham634-del, Haithem939 ,Haithem939,6,3,4,3,4,Conforme,Conforme,Partiellement Conforme,,6,,,6,"12,5"
16/12/2025 17:28:14,lizachikhaoui,lizachikhaoui,Wafa258 ,wafa258,6,4,4,4,4,Conforme,Conforme,Conforme,Partiellement Conforme,7,Interface plus attractive.,Agrandir les boutons des thèmes et les animer. ,6,15
16/12/2025 17:28:51,lcruz-almeida,lcruz-almeida,fatoucmr,fatoucmr,2,4,3,3,3,Conforme,Conforme,,,6,"Interactivité, esthétisme qui donne plus envie",Ajouter plus d'options,5,12
16/12/2025 17:28:59,Juniorald,Juniorald,sakeenasn,sakeenasn,1,4,3,4,3,Conforme,Conforme,Conforme,Conforme,6,,,,12
16/12/2025 17:29:01,Juniorald,Juniorald,lcruz-almeida,lcruz-almeida,1,4,3,4,3,Conforme,Conforme,Conforme,Conforme,5,,,,12
16/12/2025 17:29:12,lizachikhaoui,lizachikhaoui,kadiriilham634-del,kadiriilham634-del,1,3,3,,,,,,,,,,,
16/12/2025 17:29:18,Liline96,Liline96,calrifaii,calrifaii,1,4,4,,,,,,,,,,,
16/12/2025 17:29:21,sakeenasn,sakeenasn,ouarkia,Ouarkia,5,4,4,4,4,Conforme,Conforme,Conforme,Conforme,8,tlm à un son spécifique ,quand on dezoom les etoiles n'apparaissent plus sur tous l'écran dommage ,8,15
16/12/2025 17:29:32, kadiriilham634-del,kadiriilham634-del, Haithem939 ,Haithem939,6,4,4,3,4,Conforme,Conforme,Partiellement Conforme,,7,,,7,"13,5"
16/12/2025 17:29:33,kel2107,kell2107,Juniorald,Juniorald,1,3,3,3,4,Conforme,Conforme,Partiellement Conforme,Non Conforme,10,,,4,
16/12/2025 17:29:35,Wafa258,wafa258,Wafa258,wafa258,1,3,3,3,3,Conforme,Conforme,Partiellement Conforme,Partiellement Conforme,6,Le bouton Play est cliquable et nous emmène directement vers le jeu. ,Améliorer l'explication du jeu ,5,15
16/12/2025 17:29:51,lizachikhaoui,lizachikhaoui,lizachikhaoui,lizachikhaoui,1,4,4,3,3,Conforme,Conforme,Partiellement Conforme,Partiellement Conforme,6,,,,
16/12/2025 17:29:51,juniorald,Juniorald,nali-333,nali-333,1,4,3,4,3,Conforme,Conforme,Conforme,Conforme,7,,,,13
16/12/2025 17:30:12,lcruz-almeida,lcruz-almeida,fatoucmr,fatoucmr,3,4,3,4,4,Conforme,Conforme,,,7,"Le changement d'ambiance, interactivité et le dynamisme ",Un son différent par ambiance,7,13
16/12/2025 17:30:13,Juniorald,Juniorald,lcruz-almeida,lcruz-almeida,1,4,2,3,3,Conforme,Conforme,Conforme,,6,,,4,12
16/12/2025 17:30:13,Juniorald,Juniorald,sakeenasn,sakeenasn,1,4,2,3,3,Conforme,Conforme,Conforme,,6,,,4,12
16/12/2025 17:30:18,Liline96,Liline96,calrifaii,calrifaii,2,4,4,4,,,,,,,,,,
16/12/2025 17:30:18,kel2107,kell2107,Juniorald,Juniorald,2,3,3,3,3,Conforme,Conforme,Partiellement Conforme,Partiellement Conforme,10,,,,
16/12/2025 17:30:19,kadiriilham634-del,kadiriilham634-del,lizachikhaoui,lizachikhaoui,2,3,3,,,,,,,,,,,
16/12/2025 17:30:35,juniorald,Juniorald,nali-333,nali-333,2,4,3,4,3,Conforme,Conforme,Conforme,Conforme,7,,,10,13
16/12/2025 17:30:36,sakeenasn,sakeenasn,ouarkia,Ouarkia,6,4,4,4,4,Conforme,Conforme,Conforme,Conforme,9,ajt d'orbites ,dezomm jusqu'a la galaxie,9,16
16/12/2025 17:30:42,Wafa258,wafa258,Wafa258,wafa258,1,3,5,3,5,Conforme,Conforme,Conforme,Partiellement Conforme,6,Le jeu est fonctionnel et addictif. ,Améliorer l'affichage des emojis,6,15
16/12/2025 17:30:46,lizachikhaoui,lizachikhaoui,lizachikhaoui,lizachikhaoui,2,4,4,3,2,,,,,6,,,5,
16/12/2025 17:30:47,Liline96,Liline96,calrifaii,calrifaii,3,5,4,,,,,,,,,,,
16/12/2025 17:30:57,sakeenasn,sakeenasn,THAUT627,THAUT627,1,4,5,5,1,Conforme,Non Conforme,Conforme,Conforme,,,,,13
16/12/2025 17:30:59,Juniorald,Juniorald,lcruz-almeida,lcruz-almeida,2,4,2,2,2,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,6,,,2,11
16/12/2025 17:31:02,Juniorald,Juniorald,sakeenasn,sakeenasn,2,4,2,2,3,Conforme,Conforme,Conforme,Conforme,6,,,4,12
16/12/2025 17:31:07,Liline96,Liline96,calrifaii,calrifaii,4,4,4,,,,,,,,,,,
16/12/2025 17:31:15,lcruz-almeida,lcruz-almeida,fatoucmr,fatoucmr,4,4,3,4,4,Conforme,Conforme,,,7,"Ajout d'ambiance, liberté de choix pour utilisateur ",Son pour chaque ambiance ou options,7,13
16/12/2025 17:31:24,lizachikhaoui,lizachikhaoui,lizachikhaoui,lizachikhaoui,3,4,4,3,2,,,,,,,,,13
16/12/2025 17:31:25,Liline96,Liline96,calrifaii,calrifaii,5,5,5,,,,,,,,,,,
16/12/2025 17:31:43,Juniorald,Juniorald,lcruz-almeida,lcruz-almeida,3,4,4,4,4,Conforme,Conforme,Conforme,,7,,,7,13
16/12/2025 17:31:44,Juniorald,Juniorald,sakeenasn,sakeenasn,3,4,4,4,4,Conforme,Conforme,Conforme,,7,,,7,14
16/12/2025 17:31:49,juniorald,Juniorald,nali-333,nali-333,3,4,2,4,4,Conforme,Conforme,Conforme,Conforme,7,,,5,
16/12/2025 17:31:51,Liline96,Liline96,calrifaii,calrifaii,6,5,5,,,,,,,,,,,
16/12/2025 17:32:05,lizachikhaoui,lizachikhaoui,kadiriilham634-del,kadiriilham634-del,3,3,3,,,,,,,,,,,
16/12/2025 17:32:09,sakeenasn,sakeenasn,THAUT627,THAUT627,2,4,5,4,4,Conforme,Conforme,Conforme,Conforme,,,,,14
16/12/2025 17:32:10,lizachikhaoui,lizachikhaoui,lizacikhaoui,lizachikhaoui,4,4,3,3,3,,,,,,,,,
16/12/2025 17:32:14,Wafa258,wafa258,Wafa258,wafa258,2,4,5,4,4,Conforme,Conforme,Conforme,Partiellement Conforme,7,Une musique de fond qui s'ajoute et on peut l'arrêter quand on le souhaite. ,Afficher les emojis plus centrés dans la grille ,6,15
16/12/2025 17:32:16,Liline96,Liline96,ouarkia,Ouarkia,1,3,3,3,3,Conforme,Conforme,Conforme,Conforme,7,marche bien et interactif,un son,7,12
16/12/2025 17:32:17,lcruz-almeida,lcruz-almeida,fatoucmr,fatoucmr,5,4,3,3,3,Conforme,Conforme,,,7,"Dynamisme, interactivité et liberté de choix ",Ajouter plus de sons ,7,14
16/12/2025 17:32:27,Juniorald,Juniorald,sakeenasn,sakeenasn,4,4,5,4,5,Conforme,Conforme,Conforme,Conforme,7,,,7,14
16/12/2025 17:32:27,Juniorald,Juniorald,lcruz-almeida,lcruz-almeida,4,4,4,4,5,Conforme,Conforme,Conforme,Conforme,6,,,7,14
16/12/2025 17:32:47,kel2107,kell2107,Juniorald,Juniorald,3,4,4,5,5,Conforme,Conforme,Conforme,Partiellement Conforme,10,,,,
16/12/2025 17:33:03,Liline96,Liline96,ouarkia,Ouarkia,2,3,3,3,3,Conforme,Conforme,Conforme,Conforme,7,ajt son,ajt un fond,7,12
16/12/2025 17:33:05,lizachikhaoui,lizachikhaoui,lizachikhaoui,lizachikhaoui,5,4,3,2,,,,,,,,,,
16/12/2025 17:33:16,lizachikhaoui,lizachikhaoui,kadiriilham634-del,kadiriilham634-del,4,4,4,,,,,,,,,,,
16/12/2025 17:33:24,Juniorald,Juniorald,lcruz-almeida,lcruz-almeida,5,4,5,5,4,Conforme,Conforme,Conforme,Conforme,7,,,7,14
16/12/2025 17:33:29,lcruz-almeida,lcruz-almeida,fatoucmr,fatoucmr,6,4,3,4,4,Conforme,Conforme,,,7,"Ajout de son pour chaque options, interactivité, immersion, dynamisme ",,7,14
16/12/2025 17:33:33,Juniorald,Juniorald,sakeenasn,sakeenasn,5,5,5,4,4,Conforme,Conforme,Conforme,Conforme,9,,,7,15
16/12/2025 17:33:39,juniorald,Juniorald,nali-333,nali-333,4,5,3,5,4,Dépasse les attentes,Dépasse les attentes,Conforme,Conforme,7,,,7,15
16/12/2025 17:33:40,Wafa258,wafa258,Wafa258,wafa258,3,4,5,5,5,Dépasse les attentes,Dépasse les attentes,Dépasse les attentes,Conforme,8,Les boutons sont mieux présentés. Les couleurs sont attractives. ,Ajouter un bouton pour mettre en pause le jeu et le timer. ,8,16
16/12/2025 17:33:50,sakeenasn,sakeenasn,calrifaii,calrifaii,1,4,4,,,,,,,,,,,
16/12/2025 17:33:54, THAUT627,THAUT627, Haithem939 ,Haithem939,1,3,3,3,4,Conforme,Conforme,Partiellement Conforme,,6,,,6,11
16/12/2025 17:33:57,Juniorald,Juniorald,sakeenasn,sakeenasn,6,5,5,5,4,Conforme,Conforme,Conforme,Conforme,7,,,7,17
16/12/2025 17:34:02,kel2107,kell2107,Juniorald,Juniorald,4,4,4,4,5,Conforme,,,,,,,,
16/12/2025 17:34:04,Liline96,Liline96,ouarkia,Ouarkia,3,3,3,3,3,Conforme,Conforme,Conforme,Conforme,8,l'animation est meillluere,ajt un fond,8,13
16/12/2025 17:34:13,sakeenasn,sakeenasn,Liline96,Liline96,2,5,5,5,5,Dépasse les attentes,Conforme,Conforme,Conforme,9,"Code clair, interface simple et belle ",Ajouter une marge autour des planètes pour cliquer plus facilement ,9,17
16/12/2025 17:34:17,lizachikhaoui,lizachikhaoui,lizachikhaoui,lizachikhaoui,6,4,4,,,,,,,,,,,
16/12/2025 17:34:17,sakeenasn,sakeenasn,calrifaii,calrifaii,2,4,4,,,,,,,,,,,
16/12/2025 17:34:29,lizachikhaoui,lizachikhaoui,kadiriilham634-del,kadiriilham634-del,5,4,4,,,,,,,,,,,
16/12/2025 17:34:31,Juniorald,Juniorald,lcruz-almeida,lcruz-almeida,6,4,5,4,5,Conforme,Conforme,Conforme,Conforme,5,,,5,14
16/12/2025 17:34:38,sakeenasn,sakeenasn,THAUT627,THAUT627,3,4,5,4,3,Conforme,Conforme,Conforme,Conforme,,,,,16
16/12/2025 17:34:41,sakeenasn,sakeenasn,calrifaii,calrifaii,3,4,4,,,,,,,,,,,
16/12/2025 17:34:50,juniorald,Juniorald,nali-333,nali-333,5,5,4,5,4,Dépasse les attentes,Dépasse les attentes,Conforme,Conforme,7,,,7,14
16/12/2025 17:34:55,kel2107,kell2107,Juniorald,Juniorald,5,5,4,4,4,,,,,,,,,
16/12/2025 17:35:02,sakeenasn,sakeenasn,calrifaii,calrifaii,4,5,4,,,,,,,,,,,
16/12/2025 17:35:07,Wafa258,wafa258,Wafa258,wafa258,4,5,5,5,5,Dépasse les attentes,Dépasse les attentes,Dépasse les attentes,Conforme,7,Le timer commence à clignoter et change de couleur quand il ne reste plus beaucoup de temps,Ajouter un mode nuit/ sombre,7,17
